school,school_link,year,conference,wins,losses,ties,win_percent,pre_rank,post_rank,coach_name,coach_link,n_coaches,bowl,national_champs,conference_champs,AP Coach of the Year Award,Heisman Memorial Trophy,AP,DB,DL,K,KR,LB,OL,P,QB,RB,TE,WR,Off_AA,Def_AA,ST_AA,pass_att,pass_yd,pass_td,rush_att,rush_yd,rush_td,turnovers,opp_pass_yd,opp_pass_td,opp_rush_yd,opp_rush_td,takeaways,xp_att,fg_att,kick_points,punt_att,punt_avg
Cincinnati,/cfb/schools/cincinnati/,1988,Ind,3,8,0,.273,,,Dave Currey,/cfb/coaches/dave-currey-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1987,Ind,4,7,0,.364,,,Dave Currey,/cfb/coaches/dave-currey-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1986,Ind,5,6,0,.455,,,Dave Currey,/cfb/coaches/dave-currey-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1985,Ind,5,6,0,.455,,,Dave Currey,/cfb/coaches/dave-currey-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1984,Ind,2,9,0,.182,,,Dave Currey,/cfb/coaches/dave-currey-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1983,Ind,4,6,1,.409,,,Watson Brown,/cfb/coaches/watson-brown-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1982,Ind,6,5,0,.545,,,Mike Gottfried,/cfb/coaches/mike-gottfried-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1981,Ind,6,5,0,.545,,,Mike Gottfried,/cfb/coaches/mike-gottfried-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1980,Ind,2,9,0,.182,,,Ralph Staub,/cfb/coaches/ralph-staub-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1979,Ind,2,9,0,.182,,,Ralph Staub,/cfb/coaches/ralph-staub-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1978,Ind,5,6,0,.455,,,Ralph Staub,/cfb/coaches/ralph-staub-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1977,Ind,5,4,2,.545,,,Ralph Staub,/cfb/coaches/ralph-staub-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1976,Ind,8,3,0,.727,,,Tony Mason,/cfb/coaches/tony-mason-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1975,Ind,6,5,0,.545,,,Tony Mason,/cfb/coaches/tony-mason-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1974,Ind,7,4,0,.636,,,Tony Mason,/cfb/coaches/tony-mason-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1973,Ind,4,7,0,.364,,,Tony Mason,/cfb/coaches/tony-mason-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1972,Ind,2,9,0,.182,,,Ray Callahan,/cfb/coaches/ray-callahan-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1971,Ind,7,4,0,.636,,,Ray Callahan,/cfb/coaches/ray-callahan-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1970,Ind,7,4,0,.636,,,Ray Callahan,/cfb/coaches/ray-callahan-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1969,MVC,4,6,0,.400,,,Ray Callahan,/cfb/coaches/ray-callahan-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1968,MVC,5,4,1,.550,,,Homer Rice,/cfb/coaches/homer-rice-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1967,MVC,3,6,0,.333,,,Homer Rice,/cfb/coaches/homer-rice-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1966,MVC,3,7,0,.300,,,Charles Studley,/cfb/coaches/charles-studley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1965,MVC,5,5,0,.500,,,Charles Studley,/cfb/coaches/charles-studley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1964,MVC,8,2,0,.800,,,Charles Studley,/cfb/coaches/charles-studley-1.html,1,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1963,MVC,6,4,0,.600,,,Charles Studley,/cfb/coaches/charles-studley-1.html,1,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1962,MVC,2,8,0,.200,,,Charles Studley,/cfb/coaches/charles-studley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1961,MVC,3,7,0,.300,,,Charles Studley,/cfb/coaches/charles-studley-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1960,MVC,4,6,0,.400,,,George Blackburn,/cfb/coaches/george-blackburn-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1959,MVC,5,4,1,.550,,,George Blackburn,/cfb/coaches/george-blackburn-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1958,MVC,6,2,2,.700,,,George Blackburn,/cfb/coaches/george-blackburn-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1957,MVC,5,4,1,.550,,,George Blackburn,/cfb/coaches/george-blackburn-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1956,Ind,4,5,0,.444,,,George Blackburn,/cfb/coaches/george-blackburn-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1955,Ind,1,6,2,.222,,,George Blackburn,/cfb/coaches/george-blackburn-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Cincinnati,/cfb/schools/cincinnati/,1954,Ind,8,2,0,.800,,,Sid Gillman,/cfb/coaches/sid-gillman-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,2021,ACC,10,3,,.769,3,14,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,Cheez-It Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,191.2,0.9,37.2,169.6,2.0,1.5,208.8,0.8,98.3,0.5,1.3,3.0,2.0,7.8,5.2,40.7
Clemson,/cfb/schools/clemson/,2020,ACC,10,2,0,.833,1,3,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,Sugar Bowl-L,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.8,348.5,2.6,34.3,153.8,2.8,1.3,214.2,1.4,112.7,0.8,1.9,5.4,1.9,9.8,4.0,44.0
Clemson,/cfb/schools/clemson/,2019,ACC,14,1,0,.933,1,2,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,"Fiesta Bowl-W, College Football Championship-L",0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33.9,288.3,2.7,37.7,240.5,3.0,1.0,172.3,0.9,116.3,0.6,2.0,5.7,1.5,8.5,4.1,42.0
Clemson,/cfb/schools/clemson/,2018,ACC,15,0,0,1.000,2,1,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,"Cotton Bowl-W, College Football Championship-W",1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33.9,278.7,2.5,37.8,249.3,3.3,1.1,189.6,0.9,101.9,0.5,1.6,6.0,1.2,8.3,4.4,39.9
Clemson,/cfb/schools/clemson/,2017,ACC,12,2,0,.857,5,4,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,Sugar Bowl-L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,235.5,1.2,41.2,195.0,2.9,1.1,161.9,1.1,114.9,0.4,1.4,4.4,1.4,6.7,5.1,40.6
Clemson,/cfb/schools/clemson/,2016,ACC,14,1,0,.933,2,1,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,"Fiesta Bowl-W, College Football Championship-W",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9,333.9,3.0,39.3,170.3,2.0,1.9,181.9,0.9,129.6,1.3,1.8,4.9,1.3,7.6,4.3,38.2
Clemson,/cfb/schools/clemson/,2015,ACC,14,1,0,.933,12,2,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,"Orange Bowl-W, College Football Championship-L",0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,35.2,291.9,2.3,45.3,222.7,2.3,1.8,187.7,1.3,125.7,1.1,1.7,4.7,2.2,9.9,4.6,39.1
Clemson,/cfb/schools/clemson/,2014,ACC,10,3,0,.769,16,15,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,Russell Athletic Bowl-W,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.7,261.8,1.8,41.5,146.5,1.5,1.4,157.4,0.9,103.4,0.8,1.8,3.7,,8.4,6.0,42.4
Clemson,/cfb/schools/clemson/,2013,ACC,11,2,0,.846,8,8,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,Orange Bowl-W,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.9,333.1,3.0,41.8,175.0,2.0,1.8,201.0,1.1,156.1,1.7,2.3,5.2,,8.3,4.6,39.5
Clemson,/cfb/schools/clemson/,2012,ACC,11,2,0,.846,14,11,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,Chick-fil-A Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,321.6,3.1,45.2,191.1,2.0,1.6,240.3,1.8,155.9,1.2,1.8,4.8,1.7,9.0,4.4,39.2
Clemson,/cfb/schools/clemson/,2011,ACC,10,4,0,.714,,22,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,Orange Bowl-L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.5,282.3,2.4,37.9,158.5,1.6,1.7,217.5,1.9,176.9,1.5,1.6,3.9,1.9,8.4,4.8,41.5
Clemson,/cfb/schools/clemson/,2010,ACC,6,7,0,.462,,,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,Meineke Car Care Bowl-L,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.5,195.6,1.3,35.2,139.0,1.5,1.8,191.8,1.4,128.5,0.6,1.5,2.8,1.8,6.0,4.8,42.5
Clemson,/cfb/schools/clemson/,2009,ACC,9,5,0,.643,,24,Dabo Swinney,/cfb/coaches/dabo-swinney-1.html,1,Music City Bowl-W,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.9,192.0,1.6,35.4,170.4,1.7,1.7,162.8,1.4,151.5,0.6,2.1,3.6,2.3,7.7,4.1,38.7
Clemson,/cfb/schools/clemson/,2008,ACC,7,6,0,.538,9,,Tommy Bowden,/cfb/coaches/tommy-bowden-1.html,2,Gator Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,217.8,1.2,33.2,111.5,1.7,2.2,172.5,1.1,127.4,0.5,2.2,3.1,1.6,6.5,4.8,39.0
Clemson,/cfb/schools/clemson/,2007,ACC,9,4,0,.692,,21,Tommy Bowden,/cfb/coaches/tommy-bowden-1.html,1,Chick-fil-A Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,242.1,2.3,39.1,161.2,1.4,0.9,188.5,0.9,118.3,1.0,1.9,3.8,2.8,8.9,4.4,41.3
Clemson,/cfb/schools/clemson/,2006,ACC,8,5,0,.615,18,,Tommy Bowden,/cfb/coaches/tommy-bowden-1.html,1,Music City Bowl-L,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.2,193.1,1.4,38.1,217.8,2.4,2.2,177.7,0.7,103.1,1.0,2.3,3.8,1.7,7.0,3.9,41.3
Clemson,/cfb/schools/clemson/,2005,ACC,8,4,0,.667,,21,Tommy Bowden,/cfb/coaches/tommy-bowden-1.html,1,Champs Sports Bowl-W,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.4,231.6,1.2,37.5,153.0,1.7,1.3,196.0,0.8,120.6,1.0,2.0,2.9,2.6,8.8,4.6,33.5
Clemson,/cfb/schools/clemson/,2004,ACC,6,5,0,.545,15,,Tommy Bowden,/cfb/coaches/tommy-bowden-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,188.1,0.6,34.5,107.5,1.4,2.2,191.6,0.9,135.6,1.4,1.5,2.3,1.8,6.2,6.3,39.4
Clemson,/cfb/schools/clemson/,2003,ACC,9,4,0,.692,,22,Tommy Bowden,/cfb/coaches/tommy-bowden-1.html,1,Peach Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7,283.6,1.8,35.8,136.8,1.5,1.5,204.5,1.2,131.8,1.1,1.8,3.3,2.0,7.2,4.5,38.3
Clemson,/cfb/schools/clemson/,2002,ACC,7,6,0,.538,,,Tommy Bowden,/cfb/coaches/tommy-bowden-1.html,1,Tangerine Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,242.8,1.2,35.2,120.7,1.7,2.2,197.2,1.5,158.2,1.3,2.3,2.9,1.7,6.8,5.0,36.0
Clemson,/cfb/schools/clemson/,2001,ACC,7,5,0,.583,19,,Tommy Bowden,/cfb/coaches/tommy-bowden-1.html,1,Humanitarian Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,237.2,1.6,42.1,184.3,2.0,2.1,226.0,1.9,163.9,1.6,1.5,3.5,1.1,6.2,4.1,37.9
Clemson,/cfb/schools/clemson/,2000,ACC,9,3,0,.750,17,16,Tommy Bowden,/cfb/coaches/tommy-bowden-1.html,1,Gator Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.9,210.1,1.5,50.6,236.4,3.0,1.6,238.6,0.8,101.8,1.4,2.1,4.8,1.3,6.9,5.5,38.7
Clemson,/cfb/schools/clemson/,1999,ACC,6,6,0,.500,,,Tommy Bowden,/cfb/coaches/tommy-bowden-1.html,1,Peach Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1998,ACC,3,8,0,.273,,,Tommy West,/cfb/coaches/tommy-west-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1997,ACC,7,5,0,.583,20,,Tommy West,/cfb/coaches/tommy-west-1.html,1,Peach Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1996,ACC,7,5,0,.583,25,,Tommy West,/cfb/coaches/tommy-west-1.html,1,Peach Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1995,ACC,8,4,0,.667,,,Tommy West,/cfb/coaches/tommy-west-1.html,1,Gator Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1994,ACC,5,6,0,.455,25,,Tommy West,/cfb/coaches/tommy-west-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1993,ACC,9,3,0,.750,23,23,Ken Hatfield,/cfb/coaches/ken-hatfield-1.html,2,Peach Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1992,ACC,5,6,0,.455,13,,Ken Hatfield,/cfb/coaches/ken-hatfield-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1991,ACC,9,2,1,.792,9,18,Ken Hatfield,/cfb/coaches/ken-hatfield-1.html,1,Citrus Bowl-L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1990,ACC,10,2,0,.833,10,9,Ken Hatfield,/cfb/coaches/ken-hatfield-1.html,1,Hall of Fame Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1989,ACC,10,2,0,.833,12,12,Danny Ford,/cfb/coaches/danny-ford-1.html,1,Gator Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1988,ACC,10,2,0,.833,4,9,Danny Ford,/cfb/coaches/danny-ford-1.html,1,Citrus Bowl-W,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1987,ACC,10,2,0,.833,9,12,Danny Ford,/cfb/coaches/danny-ford-1.html,1,Citrus Bowl-W,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1986,ACC,8,2,2,.750,,17,Danny Ford,/cfb/coaches/danny-ford-1.html,1,Gator Bowl-W,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1985,ACC,6,6,0,.500,,,Danny Ford,/cfb/coaches/danny-ford-1.html,1,Independence Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1984,ACC,7,4,0,.636,4,,Danny Ford,/cfb/coaches/danny-ford-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1983,ACC,9,1,1,.864,,11,Danny Ford,/cfb/coaches/danny-ford-1.html,1,,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1982,ACC,9,1,1,.864,11,8,Danny Ford,/cfb/coaches/danny-ford-1.html,1,,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1981,ACC,12,0,0,1.000,,1,Danny Ford,/cfb/coaches/danny-ford-1.html,1,Orange Bowl-W,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
Clemson,/cfb/schools/clemson/,1980,ACC,6,5,0,.545,,,Danny Ford,/cfb/coaches/danny-ford-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
