school,school_link,year,conference,wins,losses,ties,win_percent,pre_rank,post_rank,coach_name,coach_link,n_coaches,bowl,national_champs,conference_champs,AP Coach of the Year Award,Heisman Memorial Trophy,AP,DB,DL,K,KR,LB,OL,P,QB,RB,TE,WR,Off_AA,Def_AA,ST_AA,pass_att,pass_yd,pass_td,rush_att,rush_yd,rush_td,turnovers,opp_pass_yd,opp_pass_td,opp_rush_yd,opp_rush_td,takeaways,xp_att,fg_att,kick_points,punt_att,punt_avg
Akron,/cfb/schools/akron/,2011,MAC,1,11,0,.083,,,Rob Ianello,/cfb/coaches/rob-ianello-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,163.3,1.0,34.4,114.4,0.6,2.0,207.6,1.9,219.6,2.8,1.3,1.4,1.2,4.0,6.9,38.3
Akron,/cfb/schools/akron/,2010,MAC,1,11,0,.083,,,Rob Ianello,/cfb/coaches/rob-ianello-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,155.1,1.0,32.8,113.4,0.8,1.8,264.1,2.4,164.1,1.5,1.3,1.9,1.3,4.1,6.8,37.8
Akron,/cfb/schools/akron/,2009,MAC,3,9,0,.250,,,J.D. Brookhart,/cfb/coaches/jd-brookhart-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,182.5,1.0,32.8,118.4,1.1,2.0,195.8,1.6,171.9,1.9,1.6,2.5,1.4,4.3,5.0,36.7
Akron,/cfb/schools/akron/,2008,MAC,5,7,0,.417,,,J.D. Brookhart,/cfb/coaches/jd-brookhart-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,231.5,1.7,36.3,165.2,1.9,1.7,210.4,2.2,187.2,1.7,2.2,3.3,2.3,7.7,4.0,37.1
Akron,/cfb/schools/akron/,2007,MAC,4,8,0,.333,,,J.D. Brookhart,/cfb/coaches/jd-brookhart-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,183.8,1.3,36.6,127.8,0.9,2.1,224.9,2.0,183.8,1.3,2.0,2.3,1.5,5.8,6.3,37.1
Akron,/cfb/schools/akron/,2006,MAC,5,7,0,.417,,,J.D. Brookhart,/cfb/coaches/jd-brookhart-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,226.7,1.5,30.4,83.8,1.1,1.7,186.2,1.1,136.3,1.5,1.8,2.3,1.2,3.3,5.4,36.7
Akron,/cfb/schools/akron/,2005,MAC,7,6,0,.538,,,J.D. Brookhart,/cfb/coaches/jd-brookhart-1.html,1,Motor City Bowl-L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,277.0,1.8,32.5,107.3,0.9,1.7,180.8,1.4,159.0,1.5,1.2,2.8,1.5,5.9,6.4,38.6
Akron,/cfb/schools/akron/,2004,MAC,6,5,0,.545,,,J.D. Brookhart,/cfb/coaches/jd-brookhart-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,239.5,1.6,34.5,97.3,1.2,1.5,237.0,1.5,188.9,2.5,2.0,3.0,1.5,5.5,5.9,39.8
Akron,/cfb/schools/akron/,2003,MAC,7,5,0,.583,,,Lee Owens,/cfb/coaches/lee-owens-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4,311.3,1.8,39.5,158.9,2.3,1.4,225.7,1.9,178.3,1.8,2.0,4.6,1.9,8.8,4.0,41.2
Akron,/cfb/schools/akron/,2002,MAC,4,8,0,.333,,,Lee Owens,/cfb/coaches/lee-owens-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,246.8,1.5,40.8,157.5,2.1,2.2,227.2,1.7,167.3,1.7,2.1,3.6,1.2,5.1,4.1,38.1
Akron,/cfb/schools/akron/,2001,MAC,4,7,0,.364,,,Lee Owens,/cfb/coaches/lee-owens-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,193.9,0.8,45.9,180.8,1.7,1.3,284.9,2.4,185.6,1.9,1.6,2.7,1.6,6.8,4.9,38.2
Akron,/cfb/schools/akron/,2000,MAC,6,5,0,.545,,,Lee Owens,/cfb/coaches/lee-owens-1.html,1,,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.2,210.5,1.5,44.5,206.6,1.9,1.7,206.3,0.8,196.8,2.5,2.4,3.7,1.5,6.5,4.7,39.7
Akron,/cfb/schools/akron/,1999,MAC,7,4,0,.636,,,Lee Owens,/cfb/coaches/lee-owens-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1998,MAC,4,7,0,.364,,,Lee Owens,/cfb/coaches/lee-owens-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1997,MAC,2,9,0,.182,,,Lee Owens,/cfb/coaches/lee-owens-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1996,MAC,4,7,0,.364,,,Lee Owens,/cfb/coaches/lee-owens-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1995,MAC,2,9,0,.182,,,Lee Owens,/cfb/coaches/lee-owens-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1994,MAC,1,10,0,.091,,,Gerry Faust,/cfb/coaches/gerry-faust-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1993,MAC,5,6,0,.455,,,Gerry Faust,/cfb/coaches/gerry-faust-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1992,MAC,7,3,1,.682,,,Gerry Faust,/cfb/coaches/gerry-faust-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1991,Ind,5,6,0,.455,,,Gerry Faust,/cfb/coaches/gerry-faust-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1990,Ind,3,7,1,.318,,,Gerry Faust,/cfb/coaches/gerry-faust-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1989,Ind,6,4,1,.591,,,Gerry Faust,/cfb/coaches/gerry-faust-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1988,Ind,5,6,0,.455,,,Gerry Faust,/cfb/coaches/gerry-faust-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1987,Ind,4,7,0,.364,,,Gerry Faust,/cfb/coaches/gerry-faust-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Akron,/cfb/schools/akron/,1975,Ind,7,4,0,.636,,,Jim Dennison,/cfb/coaches/jim-dennison-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,2021,SEC,13,2,,.867,1,2,Nick Saban,/cfb/coaches/nick-saban-1.html,1,"Cotton Bowl-W, College Football Championship-L",0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1,338.2,3.2,36.5,149.5,1.4,0.9,218.1,1.7,84.7,0.6,1.3,4.8,1.9,9.3,3.2,39.1
Alabama,/cfb/schools/alabama/,2020,SEC,13,0,0,1.000,3,1,Nick Saban,/cfb/coaches/nick-saban-1.html,1,"Rose Bowl-W, College Football Championship-W",1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,32.7,358.2,3.2,36.6,183.6,2.8,0.9,239.2,1.2,113.1,1.2,1.7,6.5,1.1,9.7,2.5,38.0
Alabama,/cfb/schools/alabama/,2019,SEC,11,2,0,.846,2,8,Nick Saban,/cfb/coaches/nick-saban-1.html,1,Citrus Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,342.2,3.8,33.5,168.7,2.1,0.8,187.2,1.2,137.4,0.7,2.2,6.4,1.4,8.9,2.5,39.9
Alabama,/cfb/schools/alabama/,2018,SEC,14,1,0,.933,1,2,Nick Saban,/cfb/coaches/nick-saban-1.html,1,"Orange Bowl-W, College Football Championship-L",0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,29.2,323.6,3.5,38.1,198.4,2.2,1.0,198.3,1.5,122.0,0.7,1.4,6.1,1.3,8.5,2.8,35.8
Alabama,/cfb/schools/alabama/,2017,SEC,13,1,0,.929,1,1,Nick Saban,/cfb/coaches/nick-saban-1.html,1,"Sugar Bowl-W, College Football Championship-W",1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.8,193.4,2.0,43.7,250.6,2.6,0.7,165.7,0.6,95.7,0.6,1.7,4.6,2.0,8.6,3.9,42.2
Alabama,/cfb/schools/alabama/,2016,SEC,14,1,0,.933,1,2,Nick Saban,/cfb/coaches/nick-saban-1.html,1,"Peach Bowl-W, College Football Championship-L",0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,27.8,210.3,1.7,42.6,245.0,2.2,1.3,197.9,1.0,63.9,0.3,1.9,4.9,1.9,9.2,4.3,46.8
Alabama,/cfb/schools/alabama/,2015,SEC,14,1,0,.933,3,1,Nick Saban,/cfb/coaches/nick-saban-1.html,1,"Cotton Bowl-W, College Football Championship-W",1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,29.7,227.1,1.5,42.8,199.9,2.2,1.1,200.5,1.1,75.7,0.5,1.8,4.2,2.2,8.8,4.8,43.3
Alabama,/cfb/schools/alabama/,2014,SEC,12,2,0,.857,2,4,Nick Saban,/cfb/coaches/nick-saban-1.html,1,Sugar Bowl-L,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,32.2,277.9,2.3,40.5,206.6,2.5,1.6,226.0,1.4,102.4,0.4,1.4,4.6,,7.5,3.9,48.0
Alabama,/cfb/schools/alabama/,2013,SEC,11,2,0,.846,1,7,Nick Saban,/cfb/coaches/nick-saban-1.html,1,Sugar Bowl-L,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,28.1,248.5,2.3,35.5,205.6,2.2,1.3,180.3,1.0,106.2,0.6,1.5,5.0,,8.0,3.1,46.9
Alabama,/cfb/schools/alabama/,2012,SEC,13,1,0,.929,2,1,Nick Saban,/cfb/coaches/nick-saban-1.html,1,BCS Championship-W,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,23.4,218.0,2.2,40.7,227.5,2.6,1.1,173.6,0.6,76.4,0.7,2.1,5.0,1.4,8.1,3.6,44.3
Alabama,/cfb/schools/alabama/,2011,SEC,12,1,0,.923,2,1,Nick Saban,/cfb/coaches/nick-saban-1.html,1,BCS Championship-W,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,27.5,215.2,1.2,39.1,214.5,2.6,0.9,111.5,0.5,72.2,0.2,1.5,4.2,2.8,9.3,3.0,39.3
Alabama,/cfb/schools/alabama/,2010,SEC,10,3,0,.769,1,10,Nick Saban,/cfb/coaches/nick-saban-1.html,1,Capital One Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,261.2,1.8,35.9,182.9,2.3,1.1,176.2,0.9,110.2,0.5,2.0,4.5,1.9,8.8,3.2,39.2
Alabama,/cfb/schools/alabama/,2009,SEC,14,0,0,1.000,5,1,Nick Saban,/cfb/coaches/nick-saban-1.html,1,BCS Championship-W,1,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,24.7,187.9,1.2,42.9,215.1,2.2,0.9,166.0,0.8,78.1,0.4,2.2,3.4,2.6,9.5,4.1,41.5
Alabama,/cfb/schools/alabama/,2008,SEC,12,2,0,.857,24,6,Nick Saban,/cfb/coaches/nick-saban-1.html,1,Sugar Bowl-L,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.9,171.1,0.8,40.6,184.6,2.3,1.4,189.4,1.3,74.1,0.4,1.8,3.4,2.1,7.6,4.4,40.3
Alabama,/cfb/schools/alabama/,2007,SEC,7,6,0,.538,,,Nick Saban,/cfb/coaches/nick-saban-1.html,1,Independence Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,224.5,1.5,37.7,149.2,1.5,1.5,221.3,1.5,124.2,1.1,1.8,2.8,2.6,8.6,5.0,38.1
Alabama,/cfb/schools/alabama/,2006,SEC,6,7,0,.462,,,Mike Shula,/cfb/coaches/mike-shula-1.html,2,Independence Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,212.8,1.4,35.0,123.1,0.8,1.5,173.1,1.2,124.6,0.9,2.1,2.4,2.3,7.1,4.4,38.2
Alabama,/cfb/schools/alabama/,2005,SEC,10,2,0,.833,,8,Mike Shula,/cfb/coaches/mike-shula-1.html,1,Cotton Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.3,216.4,1.3,38.6,142.5,1.0,1.0,160.8,0.8,94.3,0.4,1.7,2.4,2.3,6.6,5.6,37.2
Alabama,/cfb/schools/alabama/,2004,SEC,6,6,0,.500,,,Mike Shula,/cfb/coaches/mike-shula-1.html,1,Music City Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,141.6,0.9,41.8,185.1,1.8,1.7,113.1,0.8,132.4,0.9,2.2,2.9,1.6,6.9,5.4,40.2
Alabama,/cfb/schools/alabama/,2003,SEC,4,9,0,.308,,,Mike Shula,/cfb/coaches/mike-shula-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,191.6,1.3,39.6,158.9,1.3,1.7,227.8,1.8,132.5,1.1,1.8,2.8,1.9,6.2,5.8,39.7
Alabama,/cfb/schools/alabama/,2002,SEC,10,3,0,.769,,11,Dennis Franchione,/cfb/coaches/dennis-franchione-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,190.2,0.9,47.6,213.2,2.2,1.4,177.2,0.8,80.2,0.8,2.5,3.2,2.2,7.2,4.6,40.2
Alabama,/cfb/schools/alabama/,2001,SEC,7,5,0,.583,25,,Dennis Franchione,/cfb/coaches/dennis-franchione-1.html,1,Independence Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,183.0,1.5,42.9,226.4,1.7,1.4,252.2,1.2,108.9,1.4,1.7,3.2,1.9,7.1,4.7,38.8
Alabama,/cfb/schools/alabama/,2000,SEC,3,8,0,.273,3,,Mike DuBose,/cfb/coaches/mike-dubose-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,171.7,0.6,34.9,137.6,1.5,2.4,211.6,1.6,125.4,0.7,1.6,2.5,1.2,4.9,5.5,40.0
Alabama,/cfb/schools/alabama/,1999,SEC,10,3,0,.769,20,8,Mike DuBose,/cfb/coaches/mike-dubose-1.html,1,Orange Bowl-L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1998,SEC,7,5,0,.583,,,Mike DuBose,/cfb/coaches/mike-dubose-1.html,1,Music City Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1997,SEC,4,7,0,.364,15,,Mike DuBose,/cfb/coaches/mike-dubose-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1996,SEC,10,3,0,.769,15,11,Gene Stallings,/cfb/coaches/gene-stallings-1.html,1,Outback Bowl-W,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1995,SEC,8,3,0,.727,10,21,Gene Stallings,/cfb/coaches/gene-stallings-1.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1994,SEC,12,1,0,.923,12,5,Gene Stallings,/cfb/coaches/gene-stallings-1.html,1,Citrus Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1993,SEC,9,3,1,.731,2,14,Gene Stallings,/cfb/coaches/gene-stallings-1.html,1,Gator Bowl-W,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1992,SEC,13,0,0,1.000,9,1,Gene Stallings,/cfb/coaches/gene-stallings-1.html,1,Sugar Bowl-W,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1991,SEC,11,1,0,.917,22,5,Gene Stallings,/cfb/coaches/gene-stallings-1.html,1,Blockbuster Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1990,SEC,7,5,0,.583,12,,Gene Stallings,/cfb/coaches/gene-stallings-1.html,1,Fiesta Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1989,SEC,10,2,0,.833,16,9,Bill Curry,/cfb/coaches/bill-curry-1.html,1,Sugar Bowl-L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1988,SEC,9,3,0,.750,14,17,Bill Curry,/cfb/coaches/bill-curry-1.html,1,Sun Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1987,SEC,7,5,0,.583,,,Bill Curry,/cfb/coaches/bill-curry-1.html,1,Hall of Fame Bowl-L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1986,SEC,10,3,0,.769,5,9,Ray Perkins,/cfb/coaches/ray-perkins-2.html,1,Sun Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1985,SEC,9,2,1,.792,,13,Ray Perkins,/cfb/coaches/ray-perkins-2.html,1,Aloha Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1984,SEC,5,6,0,.455,9,,Ray Perkins,/cfb/coaches/ray-perkins-2.html,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1983,SEC,8,4,0,.667,13,15,Ray Perkins,/cfb/coaches/ray-perkins-2.html,1,Sun Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1982,SEC,8,4,0,.667,3,,Bear Bryant,/cfb/coaches/bear-bryant-1.html,1,Liberty Bowl-W,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1981,SEC,9,2,1,.792,4,7,Bear Bryant,/cfb/coaches/bear-bryant-1.html,1,Cotton Bowl-L,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1980,SEC,10,2,0,.833,2,6,Bear Bryant,/cfb/coaches/bear-bryant-1.html,1,Cotton Bowl-W,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1979,SEC,12,0,0,1.000,2,1,Bear Bryant,/cfb/coaches/bear-bryant-1.html,1,Sugar Bowl-W,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1978,SEC,11,1,0,.917,1,1,Bear Bryant,/cfb/coaches/bear-bryant-1.html,1,Sugar Bowl-W,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1977,SEC,11,1,0,.917,6,2,Bear Bryant,/cfb/coaches/bear-bryant-1.html,1,Sugar Bowl-W,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1976,SEC,9,3,0,.750,6,11,Bear Bryant,/cfb/coaches/bear-bryant-1.html,1,Liberty Bowl-W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1975,SEC,11,1,0,.917,2,3,Bear Bryant,/cfb/coaches/bear-bryant-1.html,1,Sugar Bowl-W,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
Alabama,/cfb/schools/alabama/,1974,SEC,11,1,0,.917,4,5,Bear Bryant,/cfb/coaches/bear-bryant-1.html,1,Orange Bowl-L,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
